id_passagem,cpf_cliente,id_voo,data,poltrona,classe,preco
P01300,57964831020,V0428,2025-04-29,34D,Executiva,959.74
P01301,27145906830,V0181,2025-05-11,24B,Econômica,478.22
P01302,92861504749,V0515,2025-05-03,8D,Econômica,467.07
P01303,34258196746,V0768,2025-05-09,12B,Executiva,1184.65
P01304,05487623171,V0419,2025-05-07,29F,Econômica,1081.53
P01305,40519873610,V0082,2025-04-27,19A,Executiva,412.21
P01306,97806435247,V0351,2025-04-12,2E,Econômica,730.11
P01307,60394281713,V0779,2025-04-25,7A,Econômica,539.47
P01308,40781596300,V0008,2025-04-27,43E,Econômica,387.16
P01309,43685021915,V0811,2025-04-12,1D,Executiva,1138.92
P01310,90241538750,V0776,2025-04-28,22E,Executiva,602.9
P01311,42169857346,V0912,2025-05-01,22C,Econômica,1146.89
P01312,35469812006,V0409,2025-05-01,25E,Econômica,1177.77
P01313,60217853986,V0339,2025-05-09,7A,Executiva,1083.49
P01314,72408513626,V0743,2025-04-23,9A,Econômica,1082.1
P01315,59374208610,V0974,2025-05-05,45B,Executiva,706.73
P01316,98367214528,V0675,2025-04-28,31E,Executiva,894.21
P01317,28170349613,V0654,2025-04-27,21A,Executiva,1086.09
P01318,71209438631,V0827,2025-04-14,48C,Executiva,510.2
P01319,32058761480,V0410,2025-04-18,48E,Econômica,613.5
P01320,43697021869,V0954,2025-04-24,31F,Econômica,960.85
P01321,76823941022,V0622,2025-04-20,13F,Econômica,1082.87
P01322,18490567220,V0586,2025-05-09,46E,Econômica,415.08
P01323,72308946547,V0090,2025-05-03,20F,Executiva,451.25
P01324,56032974847,V0978,2025-04-15,8D,Econômica,519.02
P01325,27145906830,V0772,2025-05-04,43F,Econômica,394.92
P01326,39207584638,V0030,2025-05-08,11C,Executiva,989.68
P01327,75193046800,V0737,2025-05-10,17F,Executiva,1156.35
P01328,27901438622,V0127,2025-04-20,43B,Executiva,381.4
P01329,03196824551,V0341,2025-04-28,15E,Econômica,879.59
P01330,14578326071,V0933,2025-05-03,46F,Executiva,888.53
P01331,21069543870,V0576,2025-04-18,28B,Econômica,533.18
P01332,73562189095,V0090,2025-04-26,8A,Executiva,966.52
P01333,78301469269,V0193,2025-04-13,48A,Executiva,414.68
P01334,27086349178,V0977,2025-04-18,25E,Econômica,579.72
P01335,48531976219,V0549,2025-04-28,13D,Executiva,587.68
P01336,28943576137,V0817,2025-04-14,44B,Econômica,395.93
P01337,39618025721,V0552,2025-04-23,30C,Econômica,1034.53
P01338,69875421049,V0858,2025-05-08,15D,Executiva,432.68
P01339,90357814223,V0150,2025-04-27,48F,Econômica,838.99
P01340,62739450125,V0515,2025-05-05,45A,Executiva,1197.16
P01341,89045372150,V0588,2025-05-02,31F,Econômica,745.52
P01342,05642371916,V0990,2025-04-20,25A,Executiva,437.43
P01343,67194853000,V0216,2025-04-30,47B,Econômica,1130.84
P01344,04236159716,V0184,2025-04-26,32F,Executiva,569.19
P01345,87035926186,V0676,2025-05-06,11A,Executiva,603.67
P01346,85134926719,V0485,2025-04-15,23D,Executiva,364.64
P01347,14938572079,V0290,2025-05-01,19F,Econômica,931.0
P01348,30876241950,V0404,2025-04-24,7B,Executiva,977.04
P01349,16457308910,V0887,2025-05-07,4F,Executiva,711.78
P01350,05284913698,V0592,2025-04-25,9D,Executiva,561.97
P01351,94671380501,V0215,2025-05-09,14F,Econômica,961.79
P01352,39618025721,V0371,2025-04-23,47E,Econômica,910.49
P01353,35904781601,V0152,2025-05-01,25D,Econômica,1133.39
P01354,20541896776,V0365,2025-05-09,31B,Econômica,405.61
P01355,49206531824,V0666,2025-04-14,22E,Executiva,1172.75
P01356,53179628030,V0740,2025-04-30,26B,Econômica,406.92
P01357,30287961478,V0501,2025-04-21,20F,Econômica,887.52
P01358,09721386413,V0795,2025-04-27,45F,Econômica,999.96
P01359,89652037400,V0838,2025-05-06,42D,Executiva,869.1
P01360,12085467911,V0377,2025-04-29,1A,Econômica,374.37
P01361,96452831755,V0657,2025-04-22,43E,Econômica,320.72
P01362,49613785000,V0587,2025-04-12,31C,Econômica,1014.91
P01363,27380946510,V0394,2025-04-16,31F,Executiva,568.53
P01364,16543798246,V0102,2025-04-13,21A,Econômica,664.8
P01365,48251690315,V0021,2025-04-15,26E,Executiva,357.54
P01366,90438621506,V0599,2025-04-18,35F,Econômica,978.16
P01367,06794521334,V0989,2025-05-03,43A,Econômica,1075.8
P01368,01783249650,V0185,2025-05-08,1E,Executiva,1020.46
P01369,63189450757,V0041,2025-05-10,9E,Econômica,887.38
P01370,61749023580,V0576,2025-04-30,17A,Econômica,1181.94
P01371,58293460105,V0306,2025-05-11,24E,Econômica,680.75
P01372,70619283440,V0674,2025-04-28,1B,Executiva,341.55
P01373,93748065256,V0532,2025-04-16,19F,Executiva,425.87
P01374,37485260162,V0712,2025-05-11,21E,Executiva,845.55
P01375,96278153068,V0215,2025-04-22,45A,Econômica,513.39
P01376,51270634925,V0146,2025-04-12,20B,Econômica,841.93
P01377,74053186226,V0606,2025-04-26,23C,Econômica,956.19
P01378,09864731548,V0077,2025-05-06,36C,Executiva,643.6
P01379,39270865177,V0168,2025-04-29,26D,Econômica,1150.27
P01380,03425196898,V0436,2025-04-19,45B,Econômica,363.5
P01381,02864571307,V0276,2025-05-05,41F,Econômica,943.0
P01382,92514830788,V0674,2025-05-04,42E,Econômica,677.72
P01383,80695173448,V0324,2025-04-29,28D,Econômica,1167.62
P01384,15648729049,V0080,2025-05-07,18A,Econômica,915.58
P01385,83604729122,V0068,2025-04-30,22F,Econômica,626.54
P01386,97028431622,V0797,2025-05-05,18B,Econômica,546.28
P01387,29164807576,V0387,2025-04-14,15D,Econômica,1004.46
P01388,50367294125,V0180,2025-04-22,34F,Executiva,829.94
P01389,36210958702,V0502,2025-04-30,7E,Executiva,930.41
P01390,03726941525,V0289,2025-04-27,36C,Econômica,1106.91
P01391,27145906830,V0326,2025-05-02,49D,Econômica,610.66
P01392,92058417305,V0695,2025-04-19,35E,Executiva,729.18
P01393,20417896549,V0266,2025-04-14,1F,Econômica,891.81
P01394,12746053934,V0388,2025-04-21,37F,Executiva,347.58
P01395,59371068221,V0655,2025-05-02,24F,Econômica,910.39
P01396,06473812571,V0724,2025-04-22,30B,Executiva,1187.62
P01397,57392814079,V0480,2025-04-24,33C,Executiva,1157.35
P01398,50716829312,V0965,2025-04-26,46B,Executiva,872.07
P01399,61749023580,V0971,2025-04-25,20D,Executiva,1060.72
P01400,05249631851,V0082,2025-04-22,5F,Econômica,1150.38
P01401,18694372509,V0590,2025-05-10,4A,Executiva,798.74
P01402,71293845060,V0828,2025-04-24,1D,Econômica,731.69
P01403,49206531824,V0702,2025-05-01,44E,Econômica,664.92
P01404,48067321507,V0195,2025-05-06,48A,Executiva,932.33
P01405,13642078508,V0354,2025-05-11,16F,Econômica,846.64
P01406,61304789500,V0173,2025-04-30,44E,Econômica,457.33
P01407,60871245949,V0860,2025-04-23,9E,Executiva,1157.24
P01408,09864731548,V0508,2025-04-23,25B,Executiva,1172.76
P01409,60482571390,V0936,2025-04-17,44B,Econômica,561.06
P01410,53769840283,V0301,2025-05-08,17B,Econômica,964.22
P01411,46132708553,V0404,2025-04-15,14C,Econômica,1141.87
P01412,79483526191,V0633,2025-04-19,32A,Executiva,305.3
P01413,79140253805,V0337,2025-04-21,20C,Econômica,304.64
P01414,72481960378,V0740,2025-04-22,12D,Executiva,307.98
P01415,75490136243,V0504,2025-04-29,13A,Econômica,669.65
P01416,70654813957,V0500,2025-05-03,1B,Executiva,503.49
P01417,59607814258,V0384,2025-05-02,20C,Executiva,1102.97
P01418,07932581460,V0832,2025-04-16,18A,Executiva,890.65
P01419,12589370423,V0166,2025-05-05,9C,Executiva,305.23
P01420,23480156924,V0892,2025-04-14,46B,Econômica,470.61
P01421,78693405101,V0137,2025-05-03,26D,Executiva,1110.9
P01422,49253018704,V0683,2025-04-22,13D,Executiva,406.91
P01423,96452831755,V0564,2025-04-18,32F,Econômica,592.4
P01424,61857943066,V0800,2025-05-03,26E,Executiva,418.28
P01425,28635017471,V0111,2025-04-26,2B,Econômica,609.71
P01426,95381427050,V0786,2025-04-25,44B,Econômica,910.48
P01427,32014678553,V0440,2025-04-29,39F,Econômica,690.9
P01428,24715890305,V0289,2025-05-04,32A,Executiva,522.97
P01429,59623147007,V0747,2025-05-04,33B,Econômica,553.02
P01430,58309614748,V0885,2025-05-02,17F,Econômica,899.7
P01431,21574893041,V0204,2025-04-20,31F,Econômica,931.03
P01432,28506739438,V0626,2025-05-02,12B,Econômica,506.45
P01433,10267485344,V0411,2025-04-18,3C,Econômica,1136.19
P01434,87925164328,V0019,2025-04-30,40B,Econômica,1077.92
P01435,75409621867,V0418,2025-04-23,34C,Econômica,499.6
P01436,87925164328,V0491,2025-05-01,4E,Executiva,879.49
P01437,59341678048,V0113,2025-05-03,18C,Executiva,1148.7
P01438,85210973603,V0429,2025-05-08,16C,Econômica,463.58
P01439,56927381473,V0054,2025-04-27,43F,Executiva,490.78
P01440,81706349548,V0287,2025-04-13,39A,Executiva,466.36
P01441,02165834970,V0504,2025-05-06,24C,Executiva,400.38
P01442,64852931089,V0014,2025-05-11,44E,Econômica,598.09
P01443,92058417305,V0830,2025-05-08,24F,Executiva,514.43
P01444,08532946747,V0216,2025-05-11,38D,Econômica,1098.47
P01445,54368972074,V0645,2025-05-05,48E,Econômica,336.94
P01446,19507643893,V0935,2025-05-06,42B,Econômica,934.19
P01447,83921407613,V0102,2025-04-24,5E,Executiva,571.33
P01448,73485296155,V0780,2025-05-06,13E,Econômica,339.43
P01449,01697345875,V0429,2025-04-30,36F,Executiva,1102.43
P01450,96712380502,V0874,2025-05-11,36C,Executiva,703.63
P01451,29315640870,V0121,2025-04-25,28A,Executiva,677.1
P01452,06851397277,V0976,2025-04-25,33A,Econômica,839.24
P01453,57964831020,V0991,2025-04-23,9C,Econômica,1160.22
P01454,13879240604,V0814,2025-04-25,45B,Executiva,745.52
P01455,57962138491,V0892,2025-05-06,33A,Econômica,693.97
P01456,27035491805,V0394,2025-04-28,36D,Executiva,846.5
P01457,01845239741,V0189,2025-04-18,1B,Econômica,832.9
P01458,39618025721,V0901,2025-05-10,33D,Executiva,573.07
P01459,75193046800,V0304,2025-04-29,46C,Econômica,454.0
P01460,62458390170,V0547,2025-04-21,16C,Econômica,875.65
P01461,23470596107,V0905,2025-05-03,18B,Executiva,1086.04
P01462,20935647856,V0658,2025-05-04,16B,Econômica,301.26
P01463,72483190588,V0648,2025-04-24,39C,Executiva,374.92
P01464,39620785177,V0906,2025-04-13,36C,Econômica,667.51
P01465,02761948530,V0302,2025-04-23,21A,Econômica,1041.54
P01466,32514098750,V0749,2025-05-05,18B,Executiva,1174.44
P01467,17652930499,V0674,2025-04-30,50E,Econômica,950.34
P01468,89342150624,V0392,2025-05-04,42C,Econômica,1035.16
P01469,75193046800,V0333,2025-05-02,18B,Executiva,440.08
P01470,40168972549,V0748,2025-05-09,47D,Executiva,433.5
P01471,18234957023,V0096,2025-05-05,32B,Executiva,466.53
P01472,51423860942,V0181,2025-04-25,13E,Executiva,1149.02
P01473,80327561408,V0664,2025-04-13,19A,Executiva,446.63
P01474,98361257012,V0838,2025-04-24,26F,Econômica,362.51
P01475,37465092116,V0437,2025-04-19,16D,Executiva,390.21
P01476,04872639529,V0141,2025-04-13,47A,Econômica,640.09
P01477,65978023140,V0113,2025-05-05,1F,Econômica,418.96
P01478,13764029552,V0086,2025-05-02,18B,Econômica,1013.16
P01479,39618025721,V0981,2025-05-04,7E,Executiva,1067.45
P01480,43857206144,V0208,2025-04-29,9D,Executiva,1033.92
P01481,45093278114,V0340,2025-04-15,31B,Econômica,350.29
P01482,03196824551,V0274,2025-04-26,41E,Econômica,319.09
P01483,59361748246,V0106,2025-05-10,35C,Econômica,760.39
P01484,41628509767,V0426,2025-05-03,10A,Econômica,321.6
P01485,72915436061,V0395,2025-04-29,10C,Executiva,503.3
P01486,61348097566,V0701,2025-04-21,25F,Econômica,742.64
P01487,03472581662,V0230,2025-04-26,7C,Executiva,368.66
P01488,97028431622,V0122,2025-04-16,24A,Econômica,844.06
P01489,94381506766,V0439,2025-04-15,34C,Econômica,911.49
P01490,41657209334,V0915,2025-04-27,43F,Executiva,862.28
P01491,91348625791,V0357,2025-05-04,7C,Executiva,895.56
P01492,17236984582,V0272,2025-04-22,46A,Econômica,1075.54
P01493,48953670101,V0797,2025-04-22,42B,Executiva,433.0
P01494,59014732805,V0739,2025-04-14,31A,Econômica,820.06
P01495,53124789628,V0745,2025-05-10,18B,Econômica,590.75
P01496,20417896549,V0187,2025-04-14,50D,Executiva,587.38
P01497,84725913014,V0493,2025-04-13,45D,Executiva,424.4
P01498,02631495799,V0670,2025-04-14,16D,Executiva,794.41
P01499,46029735152,V0547,2025-05-09,32E,Econômica,646.16
P01500,16457308910,V0733,2025-04-25,27E,Econômica,932.78
P01501,71634059875,V0371,2025-04-13,1B,Econômica,626.16
P01502,73485296155,V0981,2025-05-01,9A,Econômica,1120.23
P01503,72384095188,V0870,2025-04-30,50B,Executiva,714.35
P01504,26415790307,V0874,2025-05-01,36D,Econômica,489.66
P01505,17095486301,V0058,2025-04-29,48B,Econômica,1165.85
P01506,74698012511,V0147,2025-05-06,25F,Econômica,926.51
P01507,84725913014,V0381,2025-04-19,4F,Econômica,896.47
P01508,75638419039,V0489,2025-04-23,39B,Econômica,432.2
P01509,30246157844,V0081,2025-04-26,16A,Econômica,812.26
P01510,84036527983,V0427,2025-04-24,10B,Executiva,969.2
P01511,86293510712,V0541,2025-04-28,45C,Executiva,670.37
P01512,71284650901,V0455,2025-04-23,42F,Econômica,558.09
P01513,35872691491,V0062,2025-05-07,42A,Econômica,752.97
P01514,45831762017,V0406,2025-04-28,28F,Executiva,798.74
P01515,89352604792,V0265,2025-05-02,37E,Executiva,938.42
P01516,82154379664,V0954,2025-04-29,11C,Econômica,769.35
P01517,37561480253,V0129,2025-04-23,48B,Executiva,857.14
P01518,32514098750,V0402,2025-04-28,12F,Econômica,1034.9
P01519,74590682338,V0489,2025-04-20,21F,Executiva,1044.53
P01520,85973210405,V0056,2025-04-21,24F,Executiva,475.26
P01521,03584617235,V0107,2025-04-18,5C,Executiva,325.24
P01522,30965781259,V0167,2025-05-01,35A,Econômica,490.72
P01523,45831762017,V0775,2025-05-02,20B,Econômica,874.55
P01524,61580274994,V0247,2025-04-13,18A,Econômica,807.37
P01525,50361847262,V0496,2025-04-12,3A,Executiva,383.89
P01526,62739450125,V0009,2025-04-13,23C,Executiva,750.19
P01527,84732961509,V0770,2025-04-24,26F,Executiva,1176.47
P01528,50623187930,V0691,2025-05-04,7C,Executiva,1106.86
P01529,30185947204,V0104,2025-04-13,33B,Econômica,828.46
P01530,54890612351,V0489,2025-05-09,38A,Executiva,445.1
P01531,42169857346,V0475,2025-04-15,6F,Econômica,1157.54
P01532,40168972549,V0906,2025-04-15,14F,Econômica,991.94
P01533,49253018704,V0987,2025-04-14,33E,Executiva,702.73
P01534,70451283988,V0348,2025-04-23,19C,Executiva,336.01
P01535,65213840906,V0793,2025-04-26,44D,Econômica,487.94
P01536,69537014800,V0622,2025-05-10,5B,Executiva,387.67
P01537,37046215871,V0147,2025-04-29,50C,Econômica,749.02
P01538,37105692812,V0322,2025-05-02,11C,Econômica,361.35
P01539,42963187564,V0373,2025-04-15,23A,Econômica,461.27
P01540,60854279300,V0472,2025-04-15,17D,Executiva,986.83
P01541,25937864182,V0666,2025-05-11,9A,Executiva,335.63
P01542,35904781601,V0294,2025-05-11,26D,Econômica,696.74
P01543,58107694201,V0866,2025-05-06,40C,Executiva,375.14
P01544,98170423678,V0519,2025-05-09,29C,Econômica,858.55
P01545,30485169720,V0059,2025-05-10,48B,Econômica,439.11
P01546,21786540967,V0298,2025-05-01,25B,Executiva,1068.45
P01547,25741690343,V0398,2025-04-27,30F,Econômica,614.04
P01548,74590682338,V0658,2025-04-15,35D,Econômica,377.24
P01549,80945216351,V0111,2025-04-16,26D,Econômica,661.37
P01550,84523061726,V0325,2025-05-08,22E,Executiva,491.37
P01551,92058417305,V0488,2025-04-16,8C,Executiva,334.45
P01552,35872691491,V0972,2025-04-27,31B,Econômica,588.17
P01553,23967081478,V0616,2025-05-06,50D,Econômica,1142.81
P01554,34260591770,V0809,2025-04-22,28D,Econômica,348.67
P01555,45923016761,V0024,2025-05-03,49F,Executiva,542.86
P01556,52814967355,V0181,2025-04-25,6B,Econômica,546.51
P01557,17560438920,V0306,2025-05-01,46D,Executiva,772.3
P01558,64852931089,V0915,2025-05-02,17B,Econômica,383.2
P01559,78061523426,V0439,2025-04-15,22C,Econômica,478.74
P01560,23470596107,V0430,2025-04-27,31D,Econômica,1169.03
P01561,41729653855,V0364,2025-04-26,45E,Executiva,1040.71
P01562,71853249637,V0802,2025-05-04,39B,Econômica,950.45
P01563,40286953170,V0632,2025-05-03,10C,Executiva,312.77
P01564,48731906222,V0470,2025-05-02,10D,Executiva,402.25
P01565,28973461087,V0691,2025-04-16,27C,Econômica,1189.41
P01566,27601953416,V0853,2025-05-06,9F,Executiva,875.02
P01567,40286953170,V0100,2025-05-01,3B,Econômica,678.16
P01568,52781346900,V0793,2025-05-06,11E,Executiva,494.52
P01569,61395472025,V0976,2025-05-05,13F,Econômica,633.23
P01570,96321504815,V0017,2025-04-12,20C,Econômica,929.39
P01571,57693421025,V0467,2025-04-25,27D,Executiva,616.99
P01572,26175840380,V0437,2025-05-04,34C,Econômica,1133.71
P01573,32475019832,V0439,2025-05-10,24B,Econômica,788.49
P01574,94783062510,V0292,2025-05-01,43F,Executiva,870.7
P01575,20985164360,V0636,2025-05-01,7A,Econômica,380.67
P01576,58649132006,V0632,2025-04-30,27A,Executiva,974.95
P01577,62380954151,V0950,2025-05-08,35A,Executiva,753.03
P01578,36498015233,V0034,2025-04-19,43C,Executiva,490.68
P01579,67925408383,V0466,2025-05-11,36D,Econômica,476.0
P01580,60942837592,V0974,2025-04-12,8C,Executiva,671.64
P01581,39285160786,V0661,2025-04-30,46F,Executiva,306.84
P01582,91653240725,V0801,2025-04-18,15E,Executiva,540.85
P01583,24631879050,V0271,2025-04-29,20D,Econômica,303.74
P01584,46532180726,V0425,2025-05-01,3A,Econômica,438.04
P01585,91653240725,V0861,2025-04-28,34F,Executiva,601.58
P01586,53124789628,V0586,2025-05-11,28B,Executiva,473.39
P01587,30485169720,V0403,2025-05-10,4E,Executiva,415.98
P01588,35429086142,V0400,2025-04-30,47B,Executiva,1113.75
P01589,56237089438,V0163,2025-04-12,28B,Econômica,939.02
P01590,89570234105,V0517,2025-05-07,8F,Executiva,1058.73
P01591,53179628030,V0939,2025-04-15,17E,Econômica,1153.83
P01592,54860231970,V0096,2025-04-25,6A,Executiva,310.38
P01593,13764029552,V0608,2025-04-19,10A,Econômica,814.61
P01594,60514328924,V0761,2025-04-23,47B,Executiva,871.02
P01595,43058976100,V0367,2025-04-23,12B,Econômica,567.23
P01596,13265049752,V0861,2025-04-12,16F,Executiva,993.35
P01597,76021594894,V0053,2025-04-20,18A,Econômica,864.69
P01598,12537094832,V0594,2025-05-09,7A,Executiva,1134.48
P01599,63189450757,V0110,2025-04-21,10C,Executiva,1105.14
P01600,03519624761,V0080,2025-05-06,32C,Econômica,651.72
P01601,37485260162,V0815,2025-05-02,2D,Econômica,737.87
P01602,56241397052,V0079,2025-04-25,14F,Executiva,637.73
P01603,12980357405,V0649,2025-04-12,29B,Econômica,568.88
P01604,39270865177,V0183,2025-04-27,43E,Econômica,405.49
P01605,42960178530,V0356,2025-04-25,31E,Econômica,442.55
P01606,92058417305,V0261,2025-05-05,8B,Econômica,782.36
P01607,97631805466,V0525,2025-04-23,49B,Econômica,1080.19
P01608,58309614748,V0921,2025-05-07,14A,Executiva,424.71
P01609,38706251986,V0746,2025-05-02,45B,Executiva,546.3
P01610,90548362106,V0977,2025-04-20,6C,Executiva,720.34
P01611,48170529611,V0508,2025-04-19,28E,Executiva,1130.11
P01612,93456180748,V0178,2025-04-15,13F,Executiva,1165.68
P01613,24130967878,V0598,2025-04-24,50E,Executiva,449.09
P01614,40632851970,V0977,2025-04-14,47D,Executiva,1094.57
P01615,82154379664,V0611,2025-04-29,48C,Executiva,860.62
P01616,03852497647,V0393,2025-04-15,28B,Executiva,636.56
P01617,02564187994,V0840,2025-04-22,5D,Econômica,1100.5
P01618,09182536759,V0524,2025-04-16,17E,Executiva,564.13
P01619,37540618957,V0899,2025-05-07,42E,Executiva,658.48
P01620,58309614748,V0185,2025-04-30,21D,Econômica,621.97
P01621,80574693238,V0221,2025-04-30,43C,Executiva,430.54
P01622,12980357405,V0126,2025-04-13,1C,Econômica,945.12
P01623,54372960883,V0477,2025-04-26,37C,Econômica,805.48
P01624,61459732006,V0291,2025-05-05,39B,Econômica,392.63
P01625,24630815708,V0734,2025-04-26,39F,Econômica,816.55
P01626,41539278646,V0432,2025-05-03,44D,Executiva,1032.06
P01627,12673458026,V0202,2025-04-23,4D,Executiva,342.11
P01628,81974502341,V0432,2025-04-22,8A,Executiva,454.03
P01629,30912645806,V0606,2025-05-08,25B,Econômica,556.53
P01630,30485169720,V0803,2025-05-10,37A,Executiva,555.93
P01631,46715389039,V0991,2025-04-16,26A,Econômica,603.65
P01632,58649132006,V0072,2025-04-24,31A,Executiva,950.93
P01633,81974502341,V0325,2025-05-04,49C,Executiva,371.79
P01634,64805397292,V0321,2025-05-06,32E,Econômica,653.99
P01635,57964831020,V0466,2025-04-28,32F,Econômica,1058.77
P01636,74280159360,V0633,2025-04-20,7A,Econômica,343.05
P01637,61597438219,V0143,2025-04-24,7C,Executiva,503.71
P01638,41739208650,V0196,2025-05-04,47C,Econômica,1140.7
P01639,45923016761,V0054,2025-04-26,17A,Econômica,343.2
P01640,59341678048,V0077,2025-04-26,17C,Executiva,542.92
P01641,27145906830,V0948,2025-04-18,9E,Executiva,407.91
P01642,15380426905,V0883,2025-04-12,10E,Executiva,873.21
P01643,75392468047,V0126,2025-04-21,34E,Econômica,820.1
P01644,68197253455,V0502,2025-04-27,18C,Executiva,503.25
P01645,23948051704,V0785,2025-05-11,19F,Econômica,617.71
P01646,26415790307,V0894,2025-04-24,16F,Econômica,925.47
P01647,14065789320,V0996,2025-04-25,32A,Econômica,311.82
P01648,74053186226,V0480,2025-04-17,25B,Executiva,394.08
P01649,57193840223,V0834,2025-04-12,38E,Executiva,984.44
P01650,16854093775,V0726,2025-04-20,30F,Econômica,1063.03
P01651,62849503738,V0937,2025-04-22,9B,Executiva,647.02
P01652,69350418215,V0889,2025-05-06,40E,Econômica,1002.02
P01653,51270634925,V0071,2025-05-05,18D,Econômica,917.64
P01654,65127480930,V0891,2025-04-22,37F,Econômica,432.56
P01655,18490567220,V0110,2025-04-29,48A,Econômica,314.93
P01656,79140253805,V0192,2025-04-15,18A,Executiva,895.7
P01657,69350418215,V0361,2025-05-08,17A,Econômica,618.98
P01658,92740861567,V0155,2025-05-01,26E,Executiva,757.13
P01659,29781065494,V0452,2025-05-02,18C,Econômica,344.22
P01660,54890612351,V0750,2025-04-27,28B,Executiva,470.5
P01661,38460295133,V0609,2025-05-06,18E,Executiva,766.76
P01662,03584617235,V0698,2025-05-05,4F,Econômica,1163.07
P01663,32514098750,V0118,2025-04-26,4A,Executiva,514.89
P01664,96781025449,V0104,2025-04-16,18B,Executiva,652.72
P01665,54102736999,V0226,2025-04-21,47F,Executiva,745.65
P01666,82547160307,V0805,2025-04-16,14C,Executiva,935.27
P01667,45096173216,V0752,2025-04-21,1A,Econômica,752.92
P01668,48251690315,V0638,2025-04-29,31F,Executiva,1067.31
P01669,89342150624,V0245,2025-04-15,11C,Econômica,449.98
P01670,15247039823,V0922,2025-05-06,30B,Econômica,899.43
P01671,47812695328,V0343,2025-04-21,2B,Executiva,1093.13
P01672,27145906830,V0696,2025-04-12,49A,Executiva,1172.59
P01673,97528130460,V0002,2025-04-18,32B,Executiva,398.45
P01674,26430589765,V0018,2025-04-29,37F,Executiva,1051.82
P01675,62197350480,V0516,2025-05-06,11B,Econômica,389.99
P01676,17605834993,V0754,2025-04-30,22D,Executiva,961.33
P01677,39521687428,V0264,2025-04-21,43D,Executiva,627.86
P01678,95381427050,V0848,2025-04-24,23C,Executiva,1102.24
P01679,64805397292,V0680,2025-05-02,39D,Econômica,542.94
P01680,61247593061,V0746,2025-04-27,41A,Econômica,1180.77
P01681,92318476519,V0226,2025-05-07,43B,Executiva,748.05
P01682,23145609734,V0592,2025-04-15,48F,Executiva,623.48
P01683,54032918732,V0092,2025-04-28,13D,Econômica,1168.91
P01684,53268947000,V0642,2025-04-22,44E,Executiva,1188.6
P01685,18490567220,V0540,2025-05-07,12C,Executiva,1099.2
P01686,23975601868,V0604,2025-05-08,27C,Executiva,471.52
P01687,36054219707,V0533,2025-04-29,45C,Econômica,690.11
P01688,37105692812,V0581,2025-04-20,23C,Econômica,1172.52
P01689,60214975380,V0950,2025-04-17,44B,Executiva,912.83
P01690,74358920683,V0990,2025-05-05,19E,Econômica,573.28
P01691,17039852497,V0067,2025-05-08,19A,Executiva,336.86
P01692,06982341704,V0846,2025-05-11,38A,Econômica,739.53
P01693,30478192622,V0441,2025-04-27,23F,Econômica,344.91
P01694,65081492701,V0359,2025-04-28,19E,Econômica,1158.32
P01695,09813647566,V0278,2025-04-14,10F,Econômica,688.85
P01696,73580216490,V0083,2025-05-10,19B,Econômica,725.86
P01697,03417958288,V0255,2025-05-07,44F,Executiva,680.31
P01698,42657813062,V0926,2025-04-26,7C,Executiva,837.33
P01699,04278315988,V0578,2025-04-15,28F,Executiva,1023.94
P01700,09587423160,V0700,2025-04-20,50B,Executiva,422.12
P01701,28163495006,V0205,2025-05-08,20C,Econômica,567.6
P01702,28673059429,V0644,2025-04-30,30E,Econômica,638.37
P01703,89635274092,V0854,2025-04-28,28A,Econômica,773.91
P01704,74065132835,V0321,2025-04-29,33F,Executiva,721.54
P01705,72915436061,V0478,2025-05-07,27D,Executiva,324.91
P01706,85036291433,V0028,2025-04-17,50D,Econômica,980.27
P01707,84176530235,V0929,2025-04-30,20B,Executiva,414.55
P01708,93284567038,V0922,2025-05-04,37C,Econômica,979.8
P01709,69207385112,V0129,2025-04-28,26F,Econômica,716.53
P01710,78403625162,V0896,2025-04-20,34D,Econômica,376.19
P01711,75368419228,V0850,2025-04-22,42A,Executiva,834.91
P01712,52761489020,V0298,2025-05-08,37D,Executiva,1077.88
P01713,37586912068,V0759,2025-04-21,38F,Econômica,931.42
P01714,57463210871,V0148,2025-04-16,36F,Executiva,422.76
P01715,37194506270,V0692,2025-05-10,41B,Executiva,865.42
P01716,60453192734,V0960,2025-04-22,1D,Econômica,403.24
P01717,56927381473,V0157,2025-04-27,39A,Econômica,522.49
P01718,90265847176,V0486,2025-05-07,2E,Executiva,651.64
P01719,48120965370,V0125,2025-05-09,20D,Executiva,1184.43
P01720,49681037510,V0241,2025-04-16,35C,Executiva,1073.38
P01721,48067321507,V0127,2025-05-08,28B,Econômica,466.33
P01722,26430589765,V0763,2025-04-13,43B,Econômica,760.36
P01723,83149672546,V0560,2025-04-14,13D,Executiva,561.03
P01724,98635710240,V0103,2025-04-21,38D,Executiva,900.93
P01725,23975601868,V0396,2025-05-07,45A,Executiva,675.21
P01726,82367410950,V0152,2025-04-15,2C,Executiva,408.11
P01727,58932641773,V0012,2025-04-24,38C,Econômica,880.6
P01728,41687593000,V0673,2025-04-30,40D,Econômica,1117.3
P01729,03417958288,V0986,2025-04-21,9D,Executiva,549.21
P01730,82593406151,V0367,2025-04-24,33E,Econômica,613.95
P01731,89045372150,V0538,2025-04-18,25E,Econômica,457.05
P01732,80537169466,V0361,2025-05-11,42F,Executiva,713.53
